station,deployment,date,time_in,time_out,zd,dttm,lon,lat,temp,sal,fluor,max_tension,wire_out,bottom_depth,cast_depth,volt0,volt1,volt2,volt3,volt4,volt5,sn,ctd_volt_in,ctd_volt_out,afm_volt_in,afm_volt_out,bottle,depth,depth_std,temp1,temp_std,sal1,sal_std
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,10, 24.2,1.0193738274058242,19.47608888888889,4.075673086877532e-4,35.30962407144908,3.984964890962966e-4
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,9, 48.7,1.1489989604482291,19.466944444444444,4.90181372328289e-4,35.31051837445147,5.171770972059659e-4
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,8, 50.9,0.25633230385575667,19.46748888888889,0.001969418978051485,35.311147947794076,0.001172013509786845
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,7, 98.4,0.17343162277329047,14.173533333333333,0.002784331158465253,35.095606133772726,0.0034438875103020516
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,6, 98.7,0.6183601521587375,14.135811111111112,0.013985299821995664,35.11224215229682,0.007377606869400011
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,5,198.4,0.5469098290496418,12.637833333333333,0.0095619035761715,35.05944362231328,0.0023232871736282175
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,4,298.0,0.24681729635051972,10.769911111111112,0.02494541262659559,34.821982405290974,0.014974644022658443
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,3,495.8,0.3760312487014929,8.431455555555555,0.002690776426568742,34.534706779942056,0.001003812027189456
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,2,741.6,1.223473447925138,6.789666666666666,0.009190076169434075,34.36739058685389,0.003467918985665906
S285-015,CTD,2019-04-08,10:08:00,,+11,2019-04-08T10:08-11,-175.9403,-39.2239,19.69,35.279, 3.58,,1100,4536,916,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.8,12.5,12.06,11.87,1,893.0,1.3396401361725772,6.104055555555555,0.009058436828602273,34.371905212392186,0.0029972229921665272
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,12,  1.4,0.17944079803656693,19.043266666666664,1.2247448713971953e-4,35.2543648147059,3.077198469000944e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,11,  2.5,0.2944061820003106,19.04262222222222,4.6308146631460684e-4,35.25436432687304,8.596597412921662e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,10, 23.9,0.745385489379675,19.043144444444444,4.6933759467786545e-4,35.25534430399614,6.763099683989059e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,9, 48.8,0.1789309301875394,19.03651111111111,0.0016825905952162785,35.25628724522467,0.0023119126280363835
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,8, 49.3,0.5321667449629335,19.02628888888889,0.0018100030693649922,35.257113896069775,0.0011627244920016783
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,7, 97.8,1.0790292447895533,13.531822222222223,0.002416494246722834,35.16608649839966,6.066405167987072e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,6,100.5,0.3105417756831507,13.530955555555556,5.150512380119636e-4,35.16671630652312,6.118703165426365e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,5,197.9,0.7583268497891309,12.448655555555556,0.010777535793388892,35.04168125050001,0.002462638346535317
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,4,296.9,0.7173111443284388,10.760855555555555,0.008709924097130721,34.81966598219427,0.002664821643894413
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,3,496.2,0.19905401277039428,8.225755555555557,3.0046260628872917e-4,34.508635209837244,2.8976387148289763e-4
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,2,742.8,0.35794661302738956,6.8934,0.010311886345378427,34.395376014168086,0.0026696585999735566
S285-016,CTD,2019-04-09,09:40:00,,+11,2019-04-09T09:40-11,-175.2767,-38.9973,19.33,35.246, 3.76,1057,1200,4829,914,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.7,12.4,11.84,11.62,1,893.3,0.4628297323110485,6.122888888888889,0.004357305487467045,34.362419094012566,0.0015497244891641004
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,12,  2.0,0.4341221026393381,19.7051,6.633249580712747e-4,35.31980294463832,4.270764093705962e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,11, 10.1,0.34289737693821903,19.708855555555555,0.001320143089887878,35.31873730372878,6.201299934962488e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,10, 25.9,0.19366401317746115,19.708466666666666,4.795831523312037e-4,35.32044397144799,5.246874987244933e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,9, 30.7,0.30342782411052016,19.70767777777778,0.0023642005931057003,35.322225590346264,8.049446041240367e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,8, 38.6,0.046296448147898954,19.705,0.002266053838724315,35.32316826796267,9.71350019975445e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,7, 39.5,0.5216185015038395,19.70272222222222,7.207249436813195e-4,35.32208386535703,9.748388342810054e-4
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,6, 41.1,0.20103634276197666,19.707422222222224,9.257129384669142e-4,35.32199610034233,0.0012542834524541654
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,5, 40.2,0.12400201611264293,19.701355555555555,0.0023468655218784606,35.32364002862629,0.0014846971608618491
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,4, 99.9,0.10699545680905351,14.216333333333333,0.0305982025615885,35.132071059118545,0.010769335637039763
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,3,148.7,0.24248453558938388,12.481933333333334,0.023621653202093924,34.9646748642093,0.009979077291065848
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,2,197.0,1.1420369958981211,11.3171,0.0038739514710436585,34.84908835924654,0.0031876000533721215
S285-017,CTD,2019-04-09,22:22:00,,+11,2019-04-09T22:22-11,-174.3082,-38.6428,19.99,35.311, 3.49,,400,5187,386,,,Seapoint Chl-a SCF3735,Dissolved O2 3329,PAR 70623,Free,7706,12.5,12.4,11.66,11.6,1,296.0,1.0232814862001574,9.6494,0.006734612089793834,34.67673194502763,0.005851887021199831
